Prefecture,City,amount_2008,amount_2009,amount_2010,amount_2011,amount_2012,amount_2013,amount_2014,amount_2015,amount_2016,amount_2017,amount_2018,amount_2019,number_2008,number_2009,number_2010,number_2011,number_2012,number_2013,number_2014,number_2015,number_2016,number_2017,number_2018,number_2019
長野県,佐久市,890,658,2751,3060,7210,1615,6474,16829,36381,78605,144397,670125,17,12,16,15,13,20,146,367,1738,3323,6328,22824
長野県,千曲市,2864,1673,2390,14604,10080,25136,24185,176357,176761,222383,209009,202979,15,13,13,23,10,14,164,5918,7695,9919,8796,15038
長野県,東御市,2659,11420,4700,3850,1850,180,7863,50363,122091,198390,169064,440243,7,15,5,4,9,5,669,4825,9901,11611,8549,23197
長野県,安曇野市,440,172,160,580,509,3796,4382,747642,814874,888755,613993,983077,11,4,3,5,39,190,202,4428,3453,4322,2964,3149
長野県,小海町,1070,1010,1090,610,670,600,1240,3661,17820,16522,16100,13000,38,32,34,29,35,34,36,104,668,599,537,461
長野県,川上村,750,753,1920,500,500,800,440,890,260,270,1360,2899,8,6,7,1,1,2,4,6,5,4,4,109
長野県,南牧村,2120,0,150,400,2000,200,895,1535,585,2475,235,23180,3,0,2,2,1,4,3,9,5,6,6,959
長野県,南相木村,980,550,170,243,610,110,3111,2025,460,500,610,6581,22,10,4,5,4,3,5,7,6,9,12,198
長野県,北相木村,2090,425,350,190,2210,180,300,1040,1282,1405,1237,1010,51,15,6,7,7,6,8,26,24,23,24,26
長野県,佐久穂町,860,910,915,1800,1877,2016,882,3482,3836,7740,11046,26404,9,13,6,6,10,28,9,70,58,209,391,940
長野県,軽井沢町,2575,7314,5890,3300,77360,125558,194092,217268,338052,360771,370204,384673,33,43,37,38,79,144,242,496,414,497,415,464
長野県,御代田町,925,655,645,510,570,705,520,24120,63465,64285,43929,109001,8,6,3,3,4,8,9,753,1581,2268,1242,3234
長野県,立科町,25575,5940,690,5570,988,11061,5804,17372,79269,104923,99896,23396,7,13,11,11,9,25,141,1182,6830,9267,8461,1500
長野県,青木村,0,45,150,70,120,1128,2435,6915,28935,11595,9935,8943,0,2,3,1,3,51,100,359,1476,868,656,504
長野県,長和町,1042,1380,810,1230,1180,770,1030,985,3583,3516,3995,20675,17,11,9,11,10,12,17,22,223,205,334,1707
長野県,下諏訪町,1345,1220,1210,6110,1790,10286,1454,2097,11315,55878,26182,19497,7,5,4,5,11,10,15,32,120,429,308,211
長野県,富士見町,12811,1934,22956,13123,13677,24221,12592,14341,90941,141806,95690,131651,58,41,41,38,35,53,66,78,1448,2360,2421,3856
長野県,原村,670,828,780,755,1642,3705,2020,2605,7272,8720,7349,5968,34,15,18,19,19,25,34,21,266,264,355,277
長野県,辰野町,2016,973,915,1065,2174,1685,17078,166469,152229,100590,82162,116628,17,15,13,14,19,19,1281,3159,2751,2198,2709,5798
長野県,箕輪町,0,3000,1700,530,150,365,5361,29270,68701,49139,58289,42064,0,6,3,4,2,9,452,2848,4414,3205,4676,3941
長野県,飯島町,2170,1412,385,1630,530,1927,16373,24281,69723,106564,47210,41779,13,10,9,10,14,46,724,1684,4475,7427,2957,2517
長野県,南箕輪村,225,125,170,410,280,1000,4966,6541,30595,135690,147955,132427,7,9,13,21,18,31,371,451,2191,11525,13608,12536
長野県,中川村,485,0,0,150,100,2401,450,1610,770,310,562,2460,5,0,0,2,1,9,7,22,11,6,17,161
長野県,宮田村,250,160,310,191,540,1070,1335,46681,85745,129630,124110,186855,2,5,8,19,39,94,122,2790,5021,7037,7150,9330
長野県,松川町,5060,135,125,145,1205,5105,19825,42795,47005,41637,53842,107165,6,6,12,17,33,492,2036,4422,3581,3564,3466,8807
長野県,高森町,793,3360,3305,2892,4117,3819,4337,62251,383252,528294,575441,200799,18,21,19,15,27,28,46,4714,32953,46956,49934,14883
長野県,阿南町,3135,4206,3012,2220,2701,265444,108928,202063,238657,201675,231240,163955,91,122,134,66,88,11759,4773,9403,11069,8844,8090,4566
長野県,阿智村,1018,7224,2885,2871,4242,2290,3089,5280,49057,25915,29532,32170,16,96,135,60,66,23,45,206,914,455,500,437
長野県,平谷村,350,405,350,50,550,610,615,758,819,1045,4555,8157,3,5,4,1,2,4,7,15,15,45,434,783
長野県,根羽村,5221,4759,4721,3424,2077,1096,1269,1892,2336,19719,61729,186949,135,40,32,25,19,13,19,35,22,1341,6373,17981
長野県,下條村,770,330,708,756,960,1870,1565,16056,24154,18697,13978,6746,25,13,54,47,46,61,40,1394,2157,1641,1226,498
長野県,売木村,200,315,305,1215,120,364,1045,6964,2932,4904,5429,6588,4,14,8,9,4,17,41,423,284,253,233,257
長野県,天龍村,1685,712,466,632,1281,622,709,5680,11449,7622,7676,20722,20,5,12,11,12,7,28,541,697,530,479,1388
長野県,泰阜村,4095,2805,2100,5110,3648,1820,1390,2014,3974,6625,4798,1165,83,70,53,55,113,58,53,50,101,58,63,44
長野県,喬木村,1075,2314,1150,1693,1810,4362,19782,812399,426918,222318,162181,137044,52,71,84,94,64,58,1365,16859,16643,13335,12483,10970
長野県,豊丘村,2165,1355,1855,2670,5550,7827,402417,707106,551812,621284,685359,618571,99,43,62,126,218,259,16580,38211,36845,46213,44877,49665
長野県,大鹿村,655,376,1150,476,780,448,1930,5280,13292,5320,8960,8300,25,14,31,23,18,13,25,379,1193,383,786,649
長野県,上松町,180,350,350,200,360,330,1052,1132,1552,6032,3602,3162,3,3,3,1,5,5,12,21,74,322,234,197
長野県,南木曽町,730,680,1210,210,195,740,3260,7073,1626,7845,13027,20259,7,6,4,3,4,5,152,101,46,290,426,514
長野県,木祖村,707,812,915,1475,1760,1275,1194,985,12650,9959,12165,11494,7,5,7,9,8,12,28,18,640,497,660,527
長野県,王滝村,2778,2662,1903,2593,12605,1985,11367,7887,6360,6643,10535,10569,84,78,52,54,68,38,286,192,148,149,166,151
長野県,大桑村,10,250,0,50,100,130,120,230,50,170,57,65,1,2,0,2,1,2,4,8,3,6,4,4
長野県,木曽町,3200,690,1633,1107,1285,1770,7038,13566,24674,22826,12268,13396,21,8,11,11,12,15,147,381,994,1208,420,438
長野県,麻績村,0,0,605,1605,1730,2135,2535,11505,11855,10925,18652,24281,0,0,32,62,82,106,124,658,624,589,1244,2050
長野県,生坂村,1896,1473,975,862,2299,2252,4425,7351,22392,19087,17443,33007,39,20,24,20,13,39,42,60,708,488,559,2162
長野県,山形村,195,40,190,400,440,316,1050,1472,1483,1130,5680,9395,4,2,4,6,6,6,10,13,11,14,166,353
長野県,朝日村,1135,177,1660,200,430,40820,190,740,380,6300,5889,4228,16,5,6,5,7,10,4,10,4,53,139,117
長野県,筑北村,1200,300,940,270,479,446,2155,17888,12602,25896,35626,14633,2,1,6,3,10,8,299,1867,946,2504,3099,1372
長野県,池田町,225,235,265,255,335,495,460,19935,25510,20500,27970,62540,5,5,5,4,6,9,9,1299,1221,1070,1891,4309
長野県,松川村,295,220,360,575,985,1350,1752,36930,47853,42935,29922,38187,7,8,7,8,17,56,107,2748,3553,3313,1887,2497
長野県,白馬村,987,5681,15505,5900,6460,6400,150091,192216,199143,211175,262371,324624,8,9,12,7,11,12,5668,5979,7027,6001,7900,8043
長野県,小谷村,376,401,731,801,1871,1893,6463,208182,2762323,2424073,3054973,255454,9,10,11,15,18,25,157,5498,43479,38635,69900,4474
長野県,坂城町,660,1651,500,310,110,611,620,370,28460,45588,79794,148572,5,33,5,3,2,4,5,5,1567,1853,3683,6202
長野県,小布施町,1463,3250,370,375,3549,3215,1015,102723,102103,185422,300800,472139,13,14,9,8,14,14,22,6554,6846,10601,19394,30874
長野県,高山村,804,952,790,820,2325,2460,1355,1255,1470,15940,22040,24814,9,10,7,5,8,8,7,14,9,1098,1848,1933
長野県,山ノ内町,310,920,800,706,290,420,15493,151952,170313,144965,212928,249229,11,19,10,10,8,9,480,4820,4431,3175,5118,5376
長野県,木島平村,0,0,0,0,0,0,30525,25655,32162,34904,44514,29445,0,0,0,0,0,0,1208,1031,2636,3378,2558,1147
長野県,野沢温泉村,2826,1368,1207,2250,2723,5423,5429,27878,103677,125439,95303,111074,81,84,81,95,103,191,462,1718,3866,4404,3079,2413
長野県,信濃町,831,786,1290,821,2945,870,3864,2692,4809,11126,15665,8162,15,12,9,12,10,21,474,159,287,740,717,478
長野県,小川村,1735,910,420,425,555,1832,2769,15000,18905,13682,16655,17240,13,10,4,6,11,48,195,1407,2069,1054,1490,1585
長野県,飯綱町,63,460,392,50,500,410,1326,1790,80503,91540,58000,160000,8,4,5,1,7,6,23,38,4375,6410,4354,12178
長野県,栄村,620,1680,1360,26554,14250,11571,41680,125503,185471,130676,156740,23977,13,9,10,429,204,145,2481,7301,9037,5119,7357,591
岐阜県,岐阜県,5122,1112,4716,3317,1924,4295,6332,26860,16831,33633,16619,31899,37,28,51,47,40,103,134,767,842,948,655,1398
岐阜県,岐阜市,103971,148422,105145,10863,131515,7580,6481,16274,59139,34591,28409,46680,24,26,20,21,19,66,42,196,927,1245,887,474
岐阜県,大垣市,0,0,0,0,0,0,0,211287,256761,193070,288297,585631,0,0,0,0,0,0,0,8095,8077,5568,14386,29836
岐阜県,高山市,15981,2768,5171,2162,5095,4653,8723,163023,298269,275205,209573,352001,177,22,36,28,26,38,272,6198,12840,7672,4860,9223
岐阜県,多治見市,210,246,140,119,174,670,4149,7054,66745,90766,39076,37108,4,5,3,3,7,10,242,387,3094,4824,1998,1683
岐阜県,関市,810,4245,572,780,590,4050,6600,87241,438698,1413463,2332096,2075994,11,13,17,17,13,111,155,2960,12715,47099,99474,98639
岐阜県,中津川市,2385,7880,4700,3260,4340,4131,3853,4918,5490,287526,222438,407328,10,15,22,13,16,17,35,124,112,14778,10156,23072
岐阜県,美濃市,5780,8211,19211,4278,9915,108025,44016,6420,11995,7536,14712,30725,13,26,28,21,25,24,38,56,64,54,89,94
岐阜県,瑞浪市,100,872,630,630,740,2905,1545,5205,4635,57136,98444,63392,1,7,5,5,7,13,22,60,49,2268,3942,2437
岐阜県,羽島市,0,1405,2475,2620,1475,1930,7045,43882,116585,144241,204244,47760,0,12,9,14,10,14,324,2276,5429,7872,9819,1362
岐阜県,恵那市,3867,6612,1265,34155,2155,3900,4563,5065,6013,6470,17365,64299,15,13,7,7,5,11,62,100,98,142,914,3171
岐阜県,美濃加茂市,105,1500,1190,2710,770,1010,2060,249502,974901,968125,1035998,703895,3,3,5,9,10,21,62,8642,26128,34041,40248,30406
岐阜県,土岐市,80,30,90,130,50,90,405,90,492,70,270,1305,2,1,3,5,2,3,12,5,6,4,7,6
岐阜県,各務原市,1450,164,728,885,790,124977,278549,324091,384769,435260,479415,684538,10,4,5,6,4,8188,19004,19850,22691,27583,26156,26149
岐阜県,可児市,3419,14978,4692,12920,16754,30867,14350,27257,85518,81092,432691,410675,26,35,15,9,158,344,215,293,1167,1080,10309,6528
岐阜県,山県市,230,1165,351,934,1598,1281,2935,3962,7066,53938,93600,272874,5,10,7,4,7,13,139,191,290,1810,4128,10757
岐阜県,瑞穂市,130,155,260,200,330,5350,1503,2590,87668,296167,536474,522774,3,3,5,5,7,7,45,71,4309,14200,31601,30703
岐阜県,飛騨市,2800,3600,4449,4287,5167,6857,18154,126077,306625,352198,457940,1136603,16,36,24,23,22,32,435,3972,9308,6582,11737,44548
岐阜県,本巣市,235,100,50,1080,130,200,1280,16116,107393,38498,151863,425390,6,1,1,3,3,6,22,975,2055,1392,6584,20172
岐阜県,郡上市,2888,7487,5843,3454,4202,5908,15789,8175,36629,42119,55449,120581,34,40,32,23,30,46,66,200,389,918,1598,5305
岐阜県,下呂市,6555,2590,2950,2350,2575,3822,7676,17695,36089,88373,117597,193225,17,23,22,20,27,31,199,721,1818,3457,3802,4327
岐阜県,海津市,1390,2000,510,400,0,41,1690,5451,10720,4640,17090,26564,2,2,2,2,0,3,37,291,654,284,626,1211
岐阜県,岐南町,0,0,0,0,0,70,1110,1363,970,280,2310,37282,0,0,0,0,0,3,5,58,40,12,121,2186
岐阜県,笠松町,605,348,1663,1395,5001,28848,36851,51855,30813,24112,29186,22832,20,14,84,110,464,3543,5018,5716,2768,2263,2564,2584
岐阜県,養老町,1540,50,0,0,0,200,30,25524,10320,109330,238576,547503,3,1,0,0,0,1,1,478,406,5327,14557,31491
岐阜県,垂井町,330,220,250,0,30,40,385,410,27692,30708,19102,53922,2,2,2,0,1,1,6,9,1750,1550,685,2348
岐阜県,関ケ原町,0,0,0,0,340,297,275,602,788,5111,7976,37246,0,0,0,0,17,28,21,30,30,181,367,1075
岐阜県,神戸町,0,200,0,0,0,0,4500,47438,282110,300870,178454,64111,0,1,0,0,0,0,370,3770,19430,21679,12621,3324
岐阜県,輪之内町,30,0,30,0,30,10,1720,10540,570,2520,57258,1306,1,0,1,0,1,1,8,8,5,3,1872,43
岐阜県,安八町,1159,1517,1288,601,950,5660,3805,3215,2130,2195,1885,1740,50,58,55,45,9,17,68,62,44,42,42,44
岐阜県,揖斐川町,13864,1687,1270,205,640,1751,7863,13240,17412,17750,20216,29610,17,14,10,7,7,20,68,98,193,224,554,1438
岐阜県,大野町,120,100,100,100,200,101,190,250,27557,23753,31014,28031,2,1,1,1,2,2,9,16,1107,1038,1476,1428
岐阜県,池田町,102,422,0,3043,0,1000,30,147924,518740,2551768,1713842,397835,2,6,0,2,0,1,2,6281,22872,41813,38874,13602
岐阜県,北方町,150,672,100,1180,160,200,1100,1850,2190,2891,4300,8400,3,12,1,2,3,2,13,54,84,171,179,250
岐阜県,坂祝町,50,0,2000,10,50,0,30,1532,5130,11062,61571,19767,1,0,1,1,1,0,1,4,298,257,1697,177
岐阜県,富加町,0,0,0,0,0,30,1000,20,36212,503179,1135434,26685,0,0,0,0,0,1,1,1,2020,18745,28005,1524
岐阜県,川辺町,0,0,0,0,0,300,4567,38629,352848,276145,238972,264299,0,0,0,0,0,1,413,2143,12033,10795,12117,15378
岐阜県,七宗町,0,150,370,1420,1613,2211,1387,1747,292702,1839856,3769081,82945,0,4,9,9,16,19,50,29,12417,59382,116289,2985
岐阜県,八百津町,150,210,70,300,120,5975,32920,211541,222742,208031,190367,274325,2,4,3,2,3,38,2713,12818,13541,12999,11798,16031
岐阜県,白川町,931,1100,1220,144,810,1516,13480,11119,15527,22522,19187,24202,22,17,13,6,10,52,1254,901,1308,1442,875,992
岐阜県,東白川村,1150,920,1264,1680,1310,3455,2130,23152,29684,40391,44115,21308,18,12,13,10,10,13,36,1782,2183,3060,2805,858
岐阜県,御嵩町,1812,704,1695,510,1204,1403,1625,3328,17599,14640,16130,17230,16,11,12,7,24,17,21,81,448,428,458,424
岐阜県,白川村,0,0,0,551,543,673,498,570,2055,2173,2503,6626,0,0,0,15,12,13,13,11,19,22,32,126
静岡県,静岡県,291,1348,4178,3671,5456,15539,21489,24595,19151,15791,16726,18628,17,38,49,131,273,893,1521,1510,1353,1112,1162,1326
静岡県,静岡市,2627,2934,2046,2211,5364,3396,18978,130275,217262,163946,185274,232116,20,11,7,6,11,25,30,9008,15259,9971,9810,10776
静岡県,浜松市,3067,4820,6518,9941,3428,4349,31489,31461,790234,943758,935733,1627604,117,140,159,172,169,216,1806,1671,24871,43004,49370,88780
静岡県,沼津市,380,10400,255,440,540,6687,50374,110488,183827,233598,308806,288848,5,4,4,8,5,611,2807,4187,5114,9491,13771,15972
静岡県,熱海市,1596,986,1490,1815,1870,1632,2290,4236,75675,84674,99043,281100,22,16,26,28,29,30,56,131,761,747,768,1707
静岡県,三島市,3218,3526,5091,6560,6835,13407,39377,239309,157474,100891,128856,169966,60,140,237,305,385,628,1727,6951,3877,2391,3605,5025
静岡県,富士宮市,125,655,3457,2000,9054,26296,103184,13849,272008,610561,735235,1003782,9,13,9,6,11,21,15,774,19510,45031,55310,62861
静岡県,伊東市,5470,967,929,1300,4000,2360,3510,3569,15845,204964,210654,362063,7,8,8,6,9,12,15,16,20,2330,2964,5477
静岡県,島田市,2260,21509,1273,645,190,528,16831,25303,93919,68471,69029,123063,7,5,3,10,6,3,994,1524,2750,1282,1536,3778
静岡県,富士市,231,505,505,600,100,1075,3366,41530,142632,167804,253573,442832,3,1,1,2,1,73,246,2227,9810,12127,18550,25268
静岡県,磐田市,300,785,5770,5555,8935,44952,116606,973285,1079382,1617265,931780,425948,2,43,228,456,769,4328,10857,16547,12702,17217,9806,14977
静岡県,焼津市,0,174,205,3150,520,50,284584,3825582,5121281,2689278,3163641,2557822,0,5,2,4,2,1,8027,138903,231244,131307,223700,122693
静岡県,掛川市,180,497,218,267,520,416,377,368667,535183,616571,756530,608726,3,5,3,4,4,10,15,20601,22295,27683,38252,32219
静岡県,藤枝市,290,110,1510,455,552,1725,25123,190100,2649010,3708148,1879838,441172,7,3,11,7,17,77,2211,12570,70135,107762,72453,17190
静岡県,御殿場市,150,100,212,10020,30,40,1365,3515,7026,112870,209792,575201,2,1,3,2,1,2,92,199,4249,5392,8477,27235
静岡県,袋井市,250,160,50,352,325,2360,6385,26956,209041,66999,52009,202920,2,5,1,3,3,11,324,1177,2391,1509,1240,8555
静岡県,下田市,355,800,1260,1165,1406,1560,2888,74111,204505,207779,240282,204522,5,7,7,8,9,14,25,4594,10391,10673,16012,8547
静岡県,裾野市,0,0,0,0,0,180,490,4807,15530,13566,36527,107230,0,0,0,0,0,3,32,298,954,766,2006,6701
静岡県,湖西市,25,2084,0,0,1060,2524,2216,653532,466534,404134,363093,341275,1,2,0,0,33,90,59,40964,30980,26663,22767,18981
静岡県,伊豆市,295,1167,1315,1010,1750,2895,3255,36671,224071,259058,396775,612615,13,5,5,2,11,14,37,1700,2782,1797,2256,2794
静岡県,御前崎市,270,10,50,100,0,0,86,24817,40987,43460,49570,18760,3,1,1,1,0,0,4,1554,2261,2233,2222,497
静岡県,菊川市,930,624,650,1255,244,173,6330,33401,210063,230211,150985,284035,6,6,4,4,2,4,95,1085,6842,6429,3856,7025
静岡県,伊豆の国市,0,0,0,0,0,0,0,47477,135672,154890,153850,376681,0,0,0,0,0,0,0,419,1301,2165,5327,17949
静岡県,牧之原市,492,252,233,159,1657,845,23273,187962,297203,394633,415573,194372,6,4,3,4,5,6,2060,12693,17586,26862,31419,11247
静岡県,東伊豆町,400,500,350,200,1000,930,1044,23475,261945,179660,134678,159714,4,4,3,2,6,10,21,610,4661,2248,2043,2621
静岡県,河津町,1450,385,1575,1110,1093,1430,1785,26416,62620,68461,67140,98160,15,7,14,13,20,23,27,997,1277,1183,1161,2063
静岡県,南伊豆町,940,1070,1500,1255,1450,6032,28122,370621,396678,483141,172307,170134,14,9,11,12,40,619,2054,13098,12737,11907,3416,2778
静岡県,松崎町,1592,2628,1550,2374,2238,3837,61480,23225,27585,27597,28862,31554,8,8,6,8,7,13,23,1637,1637,1451,1367,1336
静岡県,西伊豆町,2610,2880,5672,5202,5727,4245,378126,1009476,1125027,1121712,742466,1193700,10,6,12,14,17,16,20521,43821,57135,57609,56728,103690
静岡県,函南町,0,30,50,30,0,30,250,20,26520,43835,17770,36414,0,3,5,3,0,3,4,2,2933,5498,1191,2686
静岡県,清水町,75,1000,0,0,20,15,1101,3430,2690,2361,2500,2810,3,1,0,0,1,2,5,106,183,166,178,205
静岡県,長泉町,310,350,450,350,350,400,100,270,110,344,460,260,2,2,3,2,2,4,4,7,4,6,5,20
静岡県,小山町,0,0,0,0,0,0,0,848667,1828293,2736953,25062972,789060,0,0,0,0,0,0,0,31325,62281,84861,296293,16625
静岡県,吉田町,160,500,1350,1550,550,605,900,1890,676690,690923,237305,620085,6,1,3,3,2,4,10,10,51354,52788,13996,35940
静岡県,川根本町,1027,390,465,1647,1272,485,398,40710,9857,14170,15320,21550,10,7,8,10,9,12,19,100,280,588,677,960
静岡県,森町,0,0,50,5,20,195,4152,6562,54306,67950,102102,108961,0,0,2,1,1,4,16,21,1622,2749,3370,2882
愛知県,愛知県,144,882,187,5551,570,981,883,737,536,1613,305,374,8,12,7,7,3,17,12,9,6,6,2,6
愛知県,名古屋市,78294,74709,69298,87294,289547,293798,64981,131992,68704,267353,410298,336353,2375,1041,8088,5718,1394,14701,18327,18844,16255,15658,15839,17943
愛知県,豊橋市,709,1121,11170,5645,6230,9650,11329,1815,28612,24146,28058,41856,18,17,17,14,11,24,112,27,1386,1251,1305,1283
愛知県,岡崎市,220,10,110,0,3033,3050,3040,3032,46975,37874,36106,31973,2,1,2,0,3,4,3,3,3110,2702,2223,1770
愛知県,一宮市,845,5728,27488,3250,18410,2054,915,48635,33506,83811,48235,68808,14,22,7,6,15,24,16,936,1461,1818,1538,806
愛知県,瀬戸市,1700,2293,2185,3400,1890,1889,2097,33805,6870,7558,6032,13835,5,10,12,13,9,14,12,19,18,81,143,163
愛知県,半田市,930,300,250,220,100,302,121,11087,13542,15751,16024,21941,5,4,3,3,1,4,4,597,367,386,428,442
愛知県,春日井市,748,5,2118,1469,2970,2554,1095,471447,389450,216212,159647,206421,7,1,11,12,12,16,10,5443,8861,7599,6937,8258
愛知県,豊川市,1000,1159,784,1412,205,1470,1530,1805,1248,9208,7516,8859,1,6,6,8,6,7,21,64,48,193,356,485
愛知県,津島市,5766,8379,15660,4680,5395,5654,2532,2786,2400,30927,67698,212863,62,49,45,39,49,44,26,33,28,769,1907,4777
愛知県,碧南市,0,20,60,60,60,60,204629,630909,571671,547636,736969,2073585,0,2,6,6,6,6,13516,43406,34819,36249,48340,114730
愛知県,刈谷市,716,1836,627,2865,2270,1923,1485,1947,9145,18864,5580,37345,5,9,24,13,15,11,8,7,90,812,543,186
愛知県,豊田市,1141,1500,1110,4110,2170,1425,1300,32802,1365,2282,18261,63546,4,5,3,4,5,9,7,707,6,34,377,1019
愛知県,安城市,0,10,600,600,600,632,2040,1387,36150,33590,35666,61085,0,1,2,2,2,5,172,49,2128,3081,2985,5519
愛知県,西尾市,1531,376,131,6300,13325,7163,5780,31311,94261,151805,220409,441845,6,9,3,19,22,20,29,2037,4480,7640,9531,25194
愛知県,蒲郡市,1000,110,357,310,5801,1040,695,11455,154624,295422,295871,279891,1,3,5,4,10,10,19,79,4280,7493,7352,7097
愛知県,犬山市,592,846,287,2020,65,280,230,69432,148221,420438,608109,652614,10,7,4,7,3,5,4,2368,4917,12945,17411,16376
愛知県,常滑市,2245,2162,18215,20413,23419,11969,14815,16366,40113,28771,42476,346455,19,8,54,101,111,118,143,271,333,288,784,1087
愛知県,江南市,50,0,150,177,90,410,13813,11960,5787,8878,7612,14422,1,0,2,4,3,9,1616,1362,697,849,912,1561
愛知県,小牧市,160,10006,310,0,20,22581,72467,161286,321378,309290,395709,995240,4,2,3,0,2,2069,3312,8097,15981,12697,16408,35631
愛知県,稲沢市,110,132,931,195,191,3969,1775,2224,2093,1963,3455,74401,4,7,8,5,6,35,43,35,24,27,39,1381
愛知県,新城市,1131,1393,2302,2340,1380,1340,3672,4780,5848,9249,15427,18095,19,25,67,71,51,52,170,203,210,227,435,558
愛知県,東海市,0,0,100,0,0,20,3000,3043,42,1390,646,240,0,0,2,0,0,2,1,4,3,6,22,16
愛知県,大府市,0,0,0,0,12,0,0,110,128115,247522,477090,136467,0,0,0,0,1,0,0,2,2458,2359,5382,1690
愛知県,知多市,35,30,0,0,3000,1274,1084,2592,5571,11637,43545,36686,7,6,0,0,1,7,5,4,176,298,1442,1439
愛知県,知立市,0,3421,1304,540,10,20,370,42946,112452,64400,43204,49962,0,2,11,4,1,2,12,1860,2722,1751,1501,1503
愛知県,尾張旭市,250,93,67,50,112,116,282,52,1751,2932,5068,7378,2,4,3,1,3,6,11,2,129,252,357,301
愛知県,高浜市,0,0,0,0,0,620,1450,12652,14932,33763,58728,72461,0,0,0,0,0,45,52,296,384,1322,1879,2689
愛知県,岩倉市,0,869,935,2586,464,16572,38037,21007,36800,58981,72319,129142,0,10,10,7,7,1146,3135,1530,2440,4164,3859,5931
愛知県,豊明市,195,58,55,0,0,12,92,22886,35277,21376,22599,24340,5,3,2,0,0,2,3,1506,2670,1599,1743,1384
愛知県,日進市,100,1550,2501,0,0,0,555,11300,79402,70798,45529,67799,1,3,3,0,0,0,6,11,3879,3372,2605,4100
愛知県,田原市,3728,6130,2360,700,1985,3762,1062,6972,123667,90082,99293,92097,16,12,10,5,10,9,13,37,6847,6822,7250,6051
愛知県,愛西市,0,0,0,30150,1000,0,2147,6497,6322,3921,4471,9989,0,0,0,3,1,0,201,624,457,401,506,454
愛知県,清須市,40,340,0,10000,5049,10,10069,12600,28409,30571,54160,17730,1,3,0,1,2,1,3,924,1984,2565,4447,981
愛知県,北名古屋市,540,307,1290,425,1480,1745,810,53350,38902,70449,73065,80981,5,8,6,18,26,33,56,1333,1368,3243,3291,4018
愛知県,弥富市,530,1500,510,1500,3500,1000,1000,1370,1310,1180,1230,1200,2,2,2,2,4,1,1,5,5,4,5,4
愛知県,みよし市,0,0,0,0,0,0,0,1611,4390,6610,26495,5123,0,0,0,0,0,0,0,48,89,104,712,354
愛知県,あま市,0,0,0,0,0,1000,240,24375,26614,12042,13394,8862,0,0,0,0,0,1,11,881,1266,562,497,196
愛知県,長久手市,90,329,190,0,250,50,85,140,490,1152,1827,4958,2,6,3,0,2,1,3,7,14,41,58,237
愛知県,東郷町,0,0,0,300,1144,490,350,1077,4760,3280,4170,7130,0,0,0,1,3,4,2,6,246,257,219,307
愛知県,豊山町,0,100,50,0,0,0,1005,100,1000,10030,14260,24959,0,1,1,0,0,0,2,1,1,398,570,1054
愛知県,大口町,0,300,0,30,430,0,396,48,4196,8180,10645,10084,0,1,0,1,2,0,5,3,321,537,714,931
愛知県,扶桑町,1300,1677,2481,1030,2150,30,2030,550,950,8730,12375,2537,2,5,7,2,5,1,2,4,5,154,299,67
愛知県,大治町,0,0,0,0,0,0,0,500,150,100,2200,200,0,0,0,0,0,0,0,1,3,2,4,3
愛知県,蟹江町,0,30,0,0,500,92,605,590,2664,2695,4002,3108,0,1,0,0,2,4,6,6,146,138,214,126
愛知県,飛島村,0,10000,0,50,0,150,50,0,0,2,0,15,0,1,0,1,0,2,1,0,0,1,0,1
愛知県,阿久比町,650,1410,610,835,730,730,760,798,1830,5602,4405,6925,4,4,3,6,5,5,6,10,50,176,172,251
愛知県,東浦町,704,919,200,300,1550,550,1500,230315,380769,279897,206190,449733,4,5,1,2,6,3,4,1722,1764,1636,1299,1430
愛知県,南知多町,8830,410,360,340,1495,1281,1938,10044,33273,81403,117725,142912,11,9,8,10,39,49,60,407,1164,3601,5716,6336
愛知県,美浜町,0,0,0,0,0,0,3479,6303,7990,37515,151167,97369,0,0,0,0,0,0,79,171,200,2596,10157,4019
愛知県,武豊町,143,20,0,0,10,500,20,10,8960,8900,14450,14033,3,1,0,0,1,2,2,1,390,387,776,816
愛知県,幸田町,1000,1240,6110,1000,2000,1300,2000,1100,1014030,1667591,2191061,3849675,1,5,5,1,2,2,2,2,12316,16218,23801,36414
愛知県,設楽町,301,50,0,0,0,120,640,3076,4629,8308,7815,9850,5,1,0,0,0,2,8,192,208,338,260,284
愛知県,東栄町,736,238,124,844,434,746,376,445,2663,8068,10111,7450,6,4,3,7,6,11,14,12,40,292,391,314
愛知県,豊根村,250,605,660,465,630,825,995,1035,1150,1777,1805,3187,3,4,9,5,7,11,11,16,18,31,37,94
三重県,三重県,2456,1302,575,2090,3852,2423,3209,33951,5993,8674,21046,17263,28,10,6,20,17,29,78,411,227,175,1119,586
三重県,津市,2892,3619,7216,1620,1685,7632,10357,6597,17333,10061,76718,74245,23,22,14,13,34,135,375,314,583,319,2617,2364
三重県,四日市市,80,100015,19,108,308,1282,6286,9391,20933,19042,25720,55899,2,2,2,16,41,189,741,886,1987,1386,1242,2014
三重県,伊勢市,1811,4903,8582,3993,6164,9810,11131,25351,49466,38543,64067,94074,17,44,32,50,300,675,680,568,1492,1512,1989,2273
